id,province,population,x_coord,y_coord,latitude,longitude,name
46003,4,51026,140583.431639344,213636.579180328,51.2322929,4.23745185901639,BEVEREN
46013,4,16465,145125.530526316,204858.399473684,51.1530166736842,4.30254416315789,KRUIBEKE
46014,4,41412,122514.305769231,199999.765,51.0869985076923,4.02281028653846,LOKEREN
46020,4,19385,132199.630405405,213294.663378378,51.2249443108108,4.12049485135135,SINT
46021,4,75683,133537.396408451,206051.679295775,51.1560110873239,4.13330128169014,SINT-NIKLAAS
46024,4,19017,126905.338333333,211303.859270833,51.206352303125,4.04849913125,STEKENE
46025,4,29100,138474.538194444,202130.583055556,51.1226629083333,4.20754554444444,TEMSE
51004,5,28555,107653.554195402,147288.527298851,50.6338264839081,3.77263843793103,ATH
51008,5,14611,101130.947159091,135976.984090909,50.5352467340909,3.67763823636364,BELOEIL
51009,5,12289,101408.232173913,130156.317391304,50.4766752086957,3.6746510826087,BERNISSART
51012,5,3615,114108.825263158,143566.956052632,50.6012826157895,3.85940227368421,BRUGELETTE
51014,5,6500,108340.782037037,140233.990740741,50.5698843888889,3.81115236666667,CHIEVRES
51017,5,5901,102520.764117647,157294.217647059,50.7233090705882,3.70360215294118,ELLEZELLES
51019,5,3330,104857.419444444,160502.409444444,50.7367,3.73852,FLOBECQ
51065,5,11842,95259.5710096154,152466.54,50.6791260634615,3.59098534038462,FRASNES
52010,5,15174,144038.602962963,128437.425555556,50.4650692666667,4.2842834037037,CHAPELLE-LEZ-HERLAIMONT
52011,5,217881,154684.327237927,123108.904358068,50.4186106936396,4.43134539469965,CHARLEROI
52012,5,38641,160654.673695652,121596.892934783,50.4097573391304,4.52296956304348,CHATELET
52015,5,31895,148869.023454545,128162.044,50.4658047945455,4.35681621636364,COURCELLES
52018,5,12115,162449.172631579,124876.758421053,50.4302078210526,4.54096804210526,FARCIENNES
52021,5,24302,162405.715636364,129719.907090909,50.4860934054545,4.55116650181818,FLEURUS
52022,5,18429,146847.301860465,122607.050465116,50.415322,4.32742430232558,FONTAINE-L'EVEQUE
52025,5,13546,160906.554615385,115647.275128205,50.3490001435897,4.52226588205128,GERPINNES
52043,5,23880,140401.470789474,131137.298684211,50.4953073526316,4.23358305,MANAGE
52048,5,11009,150325.252857143,118409.293809524,50.380403,4.36830114285714,MONTIGNY-LE-TILLEUL
52055,5,17717,151251.077948718,133146.726923077,50.5117284461538,4.37791901282051,PONT-A-CELLES
52063,5,11643,142510.146333333,137015.689333333,50.54840871,4.26114209333333,SENEFFE
52074,5,11823,164541.057586207,122170.239310345,50.4211246586207,4.57339125172414,AISEAU
52075,5,9497,155766.78,135044.594827586,50.5231629862069,4.45131801724138,LES BONS VILLERS-MELLET
53014,5,21635,109941.041333333,124238.733,50.43244088,3.80925276,BOUSSU
53020,5,17802,108505.7503125,120037.8196875,50.392750553125,3.781766746875,DOUR
53028,5,22260,115997.798666667,121090.219666667,50.4021760633333,3.88842644333333,FRAMERIES
53039,5,7394,103831.064,124816.192666667,50.4316907466667,3.71741995333333,HENSIES
53044,5,10332,117362.876176471,134738.372941176,50.5281214941176,3.90482415588235,JURBISE
53046,5,4076,117432.265952381,140114.276428571,50.5705867809524,3.90871712857143,LENS
53053,5,100500,120941.579281046,127125.918594771,50.4515346235294,3.95589956078431,MONS
